98;34;34;
63;92;17;
36;78;45;

16;85;33;
70;95;14;
58;65;69;

70;95;53;
6;19;90;
62;79;72;

63;5;68;
24;2;66;
11;11;2;

34;34;70;
60;49;72;
84;45;5;

68;1;0;
5;45;48;
25;61;89;

35;88;27;
83;24;13;
94;0;4;

50;37;54;
32;41;16;
32;16;77;

52;2;8;
28;26;31;
58;99;42;

41;95;89;
43;30;94;
16;49;38;

56;48;9;
71;45;76;
76;34;86;

67;84;16;
59;91;40;
45;20;50;

57;93;10;
14;67;17;
5;55;33;

90;82;15;
46;2;78;
5;94;7;

98;30;9;
51;90;82;
2;6;43;

24;17;26;
28;69;51;
93;22;6;

60;46;79;
41;21;58;
30;97;22;

53;83;76;
58;3;16;
34;23;10;

67;16;0;
22;98;1;
17;31;6;

32;55;35;
69;7;47;
77;5;36;

75;91;68;
86;79;76;
5;13;40;

35;82;73;
75;93;90;
98;70;46;

91;40;18;
11;61;83;
32;60;81;

10;33;46;
41;50;10;
50;86;18;

31;19;64;
51;42;42;
54;99;36;

26;84;49;
42;84;61;
71;89;82;

95;35;84;
34;9;61;
98;65;25;

35;13;37;
84;27;79;
77;26;95;

92;92;71;
6;52;13;
86;73;72;

94;32;90;
23;38;40;
72;19;33;

43;75;38;
3;83;69;
16;75;53;

31;3;63;
39;33;40;
41;71;14;

13;2;15;
29;3;42;
7;43;18;

4;39;21;
65;59;67;
15;96;7;

76;75;96;
79;23;37;
40;24;85;

16;61;9;
23;40;67;
67;51;50;

94;85;32;
91;72;30;
50;83;36;

81;84;98;
5;3;73;
15;12;13;

23;59;30;
86;50;13;
55;13;60;

11;13;70;
3;25;2;
46;75;57;

97;29;94;
4;43;48;
13;26;51;

35;56;79;
0;83;77;
90;86;43;

19;86;88;
31;25;59;
73;91;63;

57;12;13;
7;10;88;
57;22;88;

49;83;43;
86;57;56;
10;60;59;

77;85;14;
93;16;18;
9;52;33;

22;64;64;
14;33;99;
14;74;23;

28;69;67;
80;48;0;
86;43;37;

37;6;52;
37;44;76;
2;54;94;

42;2;58;
65;4;54;
78;47;48;

