16;51;26;
54;89;65;
46;60;3;

92;92;39;
14;70;18;
0;51;66;

59;10;78;
60;63;15;
58;45;56;

68;77;44;
84;70;17;
99;48;8;

35;28;82;
98;90;41;
54;44;39;

6;61;51;
52;7;22;
56;99;5;

7;16;82;
80;21;73;
99;85;53;

21;37;96;
57;20;56;
87;20;3;

70;97;58;
36;74;20;
28;91;95;

15;40;92;
75;15;33;
10;88;19;

63;75;90;
38;2;71;
97;47;49;

17;16;51;
18;81;28;
97;20;6;

39;15;0;
80;97;75;
82;82;31;

0;44;6;
7;72;57;
33;52;80;

27;28;31;
53;69;22;
21;96;21;

77;86;4;
7;57;9;
2;57;26;

56;89;50;
78;99;11;
46;69;42;

77;62;79;
39;20;88;
49;75;1;

54;34;77;
39;29;17;
13;72;3;

86;72;1;
45;48;56;
15;25;67;

40;79;80;
69;75;24;
20;49;67;

68;92;99;
76;16;11;
7;59;83;

16;3;27;
65;62;17;
65;48;74;

69;70;9;
73;50;71;
71;6;71;

59;52;74;
53;75;40;
18;95;55;

17;94;19;
87;97;27;
75;84;91;

42;98;51;
38;69;99;
45;3;26;

53;99;26;
31;25;19;
72;35;44;

32;76;7;
14;5;66;
84;87;48;

7;83;62;
87;29;6;
5;60;41;

21;21;98;
74;32;35;
52;70;73;

57;73;85;
26;72;75;
93;73;24;

96;29;18;
57;35;70;
73;64;14;

42;67;27;
40;31;58;
89;46;23;

36;40;73;
33;97;87;
72;6;24;

88;43;57;
82;73;45;
96;20;68;

37;54;90;
9;28;65;
92;98;4;

16;21;3;
47;51;36;
95;50;24;

73;97;0;
62;45;23;
4;46;28;

4;87;64;
18;42;89;
18;33;7;

58;69;0;
94;40;51;
60;17;73;

27;11;22;
8;48;6;
51;13;20;

0;77;67;
24;63;4;
32;84;85;

64;23;75;
19;57;51;
88;20;39;

55;60;58;
85;27;31;
17;32;39;

84;17;96;
42;55;67;
98;96;65;

39;98;99;
95;45;71;
27;31;50;

65;54;2;
1;89;38;
79;76;35;

6;8;98;
10;7;7;
38;92;1;

19;1;48;
68;69;79;
31;87;71;

