19;54;91;
14;35;85;
15;6;38;

46;78;39;
26;28;16;
16;91;22;

73;24;96;
35;4;49;
82;14;67;

38;17;18;
85;52;13;
5;19;64;

96;34;72;
40;8;65;
71;93;81;

71;71;7;
77;17;76;
61;51;12;

32;37;55;
45;14;29;
58;54;42;

18;70;28;
69;27;58;
17;70;21;

80;36;23;
48;95;51;
22;82;84;

43;72;26;
92;17;61;
2;89;94;

81;96;5;
67;99;4;
49;61;50;

80;35;91;
46;62;91;
68;24;55;

44;84;50;
99;88;12;
14;39;2;

12;25;94;
87;98;18;
83;28;40;

2;38;43;
80;64;85;
28;17;92;

90;56;78;
35;74;54;
31;61;80;

59;63;41;
50;50;25;
50;26;1;

13;67;40;
12;45;73;
15;83;55;

79;70;84;
57;15;33;
72;19;2;

82;78;67;
0;93;12;
13;41;52;

14;24;81;
90;85;49;
42;24;10;

20;62;41;
0;39;32;
58;71;25;

61;39;93;
43;30;0;
89;63;25;

33;80;86;
98;65;55;
18;24;59;

99;27;37;
70;91;60;
7;0;58;

20;3;80;
76;56;99;
48;97;44;

85;5;5;
53;60;53;
88;6;36;

6;82;20;
18;67;33;
87;71;61;

60;92;41;
47;82;53;
80;38;22;

67;20;17;
57;30;84;
74;64;23;

47;4;26;
18;28;87;
56;18;98;

2;28;53;
1;22;37;
10;39;8;

83;47;61;
61;28;2;
31;19;60;

64;56;70;
2;8;34;
56;2;52;

91;26;47;
23;9;66;
99;65;31;

95;46;48;
41;43;11;
9;85;12;

5;64;48;
60;61;52;
64;11;11;

31;92;92;
17;27;30;
35;91;50;

38;54;64;
79;93;72;
30;6;76;

41;96;54;
5;35;93;
24;58;97;

14;94;91;
35;8;60;
9;68;63;

43;50;29;
67;98;21;
54;7;83;

92;32;14;
26;84;39;
48;77;4;

16;19;59;
34;84;89;
75;1;37;

42;17;82;
2;97;38;
44;15;49;

22;88;53;
78;59;85;
15;63;84;

72;84;44;
29;72;87;
24;65;64;

25;83;82;
44;87;70;
43;86;14;

89;19;92;
59;0;3;
88;23;33;

93;11;17;
22;86;44;
10;67;12;

