99;62;11;
48;25;85;
59;38;95;

25;51;64;
17;26;9;
44;84;94;

91;47;84;
67;3;17;
87;95;3;

84;79;44;
7;74;81;
78;20;38;

65;48;84;
57;40;39;
46;63;47;

56;37;86;
67;1;66;
49;6;51;

47;47;53;
44;20;72;
95;84;57;

62;44;62;
76;31;54;
25;88;4;

67;12;70;
8;6;93;
43;27;79;

33;43;32;
99;2;26;
56;59;38;

93;62;53;
73;61;93;
8;68;35;

46;98;13;
7;55;90;
47;31;32;

46;21;21;
89;94;67;
12;31;12;

48;96;13;
20;5;7;
2;89;43;

97;56;63;
33;60;86;
7;61;52;

48;79;17;
83;53;96;
13;95;53;

10;54;20;
11;5;70;
3;89;58;

22;84;12;
33;40;52;
72;67;60;

44;0;57;
5;0;38;
68;45;58;

87;71;1;
52;33;60;
42;79;99;

33;44;62;
14;76;68;
32;82;5;

76;44;80;
62;15;58;
97;49;79;

64;39;57;
16;75;59;
38;1;78;

42;79;1;
86;92;34;
17;18;48;

71;88;26;
78;54;28;
67;87;31;

44;24;3;
31;95;77;
26;33;74;

5;93;83;
20;24;52;
46;91;77;

1;46;36;
60;11;23;
60;82;45;

67;7;37;
53;14;52;
25;95;10;

69;33;69;
44;86;29;
83;31;76;

22;88;28;
99;84;56;
72;80;34;

47;64;57;
96;31;69;
97;13;54;

48;83;11;
5;37;88;
50;95;2;

70;94;44;
20;87;3;
96;95;83;

75;72;42;
46;37;56;
14;18;43;

45;90;59;
49;39;73;
5;54;2;

41;48;81;
5;7;9;
46;6;40;

27;25;74;
64;6;76;
18;37;29;

43;85;11;
1;4;73;
36;90;99;

34;49;32;
85;22;2;
49;50;98;

52;70;85;
47;59;51;
82;47;29;

35;81;94;
88;14;68;
51;61;88;

1;16;68;
40;73;87;
35;50;93;

31;15;38;
63;47;68;
85;17;70;

71;95;37;
88;9;22;
5;85;40;

43;33;53;
32;80;85;
28;57;60;

92;62;75;
38;5;42;
99;67;71;

49;80;97;
95;60;31;
7;64;74;

21;43;4;
84;60;85;
82;43;58;

13;0;83;
61;85;38;
47;46;70;

