26;1;64;
56;24;58;
11;6;17;

37;36;19;
85;71;22;
65;71;72;

98;53;70;
18;60;65;
32;80;20;

27;54;96;
14;66;81;
67;8;78;

18;93;98;
63;4;95;
83;29;29;

85;33;44;
95;93;83;
59;18;63;

16;45;47;
97;11;46;
4;92;36;

19;70;56;
2;17;10;
46;60;50;

50;91;78;
90;91;22;
20;20;6;

20;56;50;
82;91;54;
97;85;11;

38;12;80;
30;42;5;
39;14;5;

32;66;35;
11;38;18;
47;21;62;

63;32;91;
65;14;33;
58;34;16;

81;70;3;
55;0;13;
55;14;86;

45;45;62;
32;91;6;
33;41;12;

64;86;99;
51;88;92;
99;86;43;

98;41;3;
73;79;58;
5;39;14;

81;51;62;
34;87;10;
25;98;60;

95;98;68;
4;0;27;
51;85;48;

91;6;0;
58;49;39;
57;21;45;

87;44;36;
22;57;59;
57;27;79;

29;99;99;
28;39;29;
53;61;64;

83;22;71;
17;20;32;
8;22;70;

94;84;97;
26;99;65;
99;23;3;

43;63;99;
60;69;22;
57;40;93;

50;25;47;
4;11;55;
47;25;32;

25;11;5;
18;50;1;
67;19;76;

56;53;48;
0;68;14;
9;50;26;

36;11;65;
35;45;73;
60;16;11;

94;88;50;
71;10;98;
24;14;56;

4;79;83;
12;37;76;
84;37;66;

9;88;47;
15;16;93;
72;53;52;

88;90;6;
14;98;13;
96;54;42;

21;22;41;
47;75;28;
24;85;4;

5;81;98;
72;43;28;
66;1;44;

97;26;30;
41;26;18;
3;56;30;

63;9;53;
72;47;7;
63;75;83;

67;93;12;
15;77;74;
3;74;9;

67;60;67;
54;17;62;
0;41;66;

63;57;85;
95;55;62;
69;39;16;

0;55;35;
86;42;32;
54;3;96;

70;48;87;
67;51;2;
76;40;91;

55;35;76;
50;7;7;
48;14;77;

68;16;67;
8;76;99;
92;99;17;

81;14;48;
14;82;94;
36;3;7;

39;64;53;
39;25;30;
62;73;36;

47;97;32;
77;26;94;
36;46;84;

18;88;41;
70;6;97;
29;26;35;

75;56;15;
17;63;27;
34;31;56;

29;23;64;
12;42;10;
35;54;91;

