76;46;18;
11;21;47;
73;94;79;

98;48;9;
45;33;1;
32;61;85;

87;21;96;
25;24;9;
61;89;76;

61;28;21;
84;68;6;
64;50;93;

18;21;50;
99;28;55;
88;16;87;

54;97;65;
55;7;28;
14;46;24;

95;65;35;
18;23;35;
84;33;50;

55;49;70;
74;5;57;
92;94;80;

42;18;9;
49;46;47;
25;4;41;

8;30;99;
52;89;38;
58;36;33;

35;97;54;
75;77;67;
96;63;2;

12;47;35;
57;19;80;
16;98;21;

41;96;91;
9;1;34;
76;42;14;

59;61;25;
28;63;64;
75;78;14;

35;92;3;
99;89;89;
97;61;36;

91;32;33;
75;53;40;
35;0;84;

20;37;97;
46;89;62;
46;48;41;

47;72;65;
46;73;76;
66;80;50;

82;48;16;
38;65;37;
22;30;11;

83;60;87;
23;65;66;
6;79;39;

26;24;85;
87;83;63;
27;43;35;

53;4;99;
87;25;25;
72;35;90;

54;93;27;
29;19;39;
39;16;25;

62;99;53;
30;71;66;
6;62;90;

35;15;87;
43;98;98;
80;93;43;

91;16;20;
49;14;13;
5;80;24;

23;24;59;
45;34;96;
57;33;7;

46;13;32;
76;3;45;
24;39;0;

18;86;5;
42;52;0;
95;62;90;

56;77;46;
5;49;60;
14;49;14;

42;60;66;
96;45;40;
93;39;4;

75;43;6;
65;52;21;
19;39;8;

94;74;77;
53;59;1;
97;34;42;

0;81;68;
6;2;92;
14;65;0;

5;67;38;
89;27;49;
57;26;68;

56;10;74;
39;30;0;
22;47;38;

48;56;81;
69;83;57;
33;67;46;

38;38;47;
56;61;48;
44;77;35;

56;7;28;
57;56;42;
8;68;82;

89;42;22;
36;94;66;
27;92;47;

65;78;40;
54;9;25;
95;49;78;

38;78;26;
77;6;78;
35;62;75;

52;3;57;
98;37;26;
44;37;58;

3;52;27;
80;31;68;
17;15;69;

32;38;2;
18;32;55;
56;77;36;

1;90;52;
20;42;44;
17;5;2;

13;92;5;
7;65;41;
75;20;39;

11;87;8;
11;72;44;
43;79;21;

27;80;58;
46;53;20;
46;43;39;

22;15;94;
32;51;39;
64;4;91;

