37;71;97;
96;5;4;
4;88;77;

54;35;34;
0;13;26;
44;74;26;

59;57;73;
36;36;81;
81;18;29;

95;66;22;
11;65;3;
34;93;19;

79;1;4;
99;13;78;
44;80;2;

58;79;9;
31;9;70;
85;99;36;

51;90;15;
81;83;0;
22;21;69;

29;20;96;
21;94;28;
49;29;85;

96;8;50;
47;86;91;
75;87;43;

61;27;97;
41;74;56;
21;51;1;

99;26;74;
91;14;29;
30;55;28;

7;43;48;
54;81;38;
28;14;32;

60;60;61;
58;85;21;
98;43;64;

65;74;32;
40;46;72;
58;67;81;

27;68;81;
66;48;48;
17;54;86;

95;9;34;
41;43;43;
43;87;82;

35;14;53;
17;56;21;
82;81;69;

69;98;69;
56;32;61;
21;20;72;

63;94;47;
13;94;41;
94;87;36;

32;57;39;
75;75;63;
44;57;40;

7;6;79;
14;81;93;
82;70;22;

35;43;44;
90;48;21;
52;60;89;

35;25;8;
90;81;93;
51;80;46;

12;42;37;
55;28;79;
73;56;39;

95;1;90;
49;5;35;
99;42;69;

24;47;56;
78;70;90;
30;77;81;

46;13;79;
48;39;26;
18;68;7;

41;68;71;
78;42;80;
59;61;60;

80;38;11;
80;78;18;
41;40;42;

97;76;66;
46;55;3;
93;78;12;

39;4;98;
11;75;85;
65;89;25;

5;54;2;
53;9;54;
27;86;17;

30;41;23;
22;12;75;
98;89;97;

55;28;22;
49;53;83;
8;46;81;

16;46;75;
82;10;38;
31;83;60;

20;72;33;
92;45;56;
53;16;16;

52;10;67;
71;96;99;
28;31;42;

57;1;13;
20;69;81;
18;89;67;

40;32;27;
15;75;3;
83;85;64;

24;16;83;
78;27;62;
64;48;34;

97;19;8;
0;57;83;
81;47;95;

56;38;59;
60;53;60;
33;42;31;

55;47;50;
71;71;91;
89;6;40;

32;52;77;
5;24;53;
38;72;6;

38;98;78;
57;86;79;
42;98;36;

29;50;10;
73;60;20;
20;31;64;

2;83;26;
69;98;78;
89;29;66;

19;48;8;
5;20;2;
5;72;80;

72;71;99;
97;53;1;
18;32;13;

11;39;48;
25;80;53;
66;50;50;

