26;32;13;
58;10;78;
37;42;37;

79;36;42;
20;1;26;
26;79;54;

20;18;3;
68;74;43;
38;75;66;

21;7;95;
66;20;30;
77;8;83;

33;90;22;
76;60;19;
85;69;99;

45;93;0;
47;32;83;
39;21;18;

14;27;45;
19;39;27;
48;5;89;

40;48;48;
60;6;2;
73;7;19;

28;14;21;
50;88;84;
46;84;78;

89;1;90;
88;49;53;
87;54;40;

25;49;18;
1;63;32;
74;25;90;

15;90;45;
20;72;78;
95;38;20;

90;93;7;
69;86;4;
0;98;8;

87;53;6;
93;20;41;
30;64;26;

90;85;17;
9;69;55;
16;2;69;

65;60;81;
55;92;73;
52;26;87;

94;31;20;
25;97;27;
23;18;29;

0;16;25;
15;85;65;
85;70;26;

28;90;33;
80;93;18;
4;19;71;

7;77;32;
3;85;54;
15;33;78;

27;39;66;
3;5;55;
96;0;81;

56;5;44;
62;84;50;
73;79;3;

12;62;7;
57;3;4;
61;26;3;

90;29;42;
22;58;36;
14;52;58;

90;46;4;
81;34;87;
53;90;12;

74;47;93;
82;21;83;
44;30;74;

42;61;94;
76;98;70;
5;26;71;

16;7;80;
26;32;97;
6;24;97;

60;68;31;
20;92;10;
93;84;4;

49;61;72;
14;37;1;
44;54;14;

20;35;37;
2;40;89;
20;72;18;

94;87;36;
39;4;55;
80;45;10;

97;6;21;
36;47;68;
9;11;38;

49;25;49;
12;33;79;
63;51;49;

94;9;51;
10;72;20;
42;10;0;

92;52;49;
14;25;63;
79;12;70;

66;90;65;
64;34;65;
48;27;42;

19;42;16;
55;36;80;
21;55;17;

59;39;8;
33;6;47;
66;6;1;

99;18;94;
16;2;80;
60;91;41;

96;14;25;
75;50;71;
65;39;55;

23;81;23;
15;4;32;
90;1;6;

7;55;11;
95;53;94;
7;59;1;

22;60;58;
72;21;32;
80;88;96;

5;85;59;
73;77;22;
74;4;83;

87;94;12;
81;4;60;
64;79;60;

87;20;38;
31;33;32;
35;68;44;

90;23;29;
0;21;40;
64;93;13;

68;13;56;
67;96;87;
81;69;7;

42;39;12;
55;34;81;
68;28;87;

