75;96;80;
73;16;74;
29;22;65;

28;14;26;
46;67;68;
38;68;32;

70;37;74;
60;53;69;
22;88;20;

50;43;96;
14;33;39;
30;33;10;

88;20;69;
62;84;86;
17;71;23;

23;20;58;
21;55;64;
9;42;70;

40;87;8;
94;31;74;
14;5;67;

90;89;27;
83;39;88;
87;97;86;

28;52;27;
31;44;23;
40;82;77;

60;33;45;
25;36;8;
96;13;84;

98;71;86;
48;61;77;
22;60;56;

39;45;8;
31;30;26;
72;70;47;

17;30;70;
43;0;51;
81;12;5;

82;39;48;
95;45;97;
59;12;52;

31;43;64;
63;91;9;
34;6;3;

45;47;89;
97;98;85;
76;38;61;

43;10;27;
60;36;16;
31;42;77;

31;71;82;
42;28;49;
56;7;45;

36;37;25;
49;75;51;
7;64;98;

66;69;53;
90;87;94;
24;81;62;

55;22;78;
60;67;41;
18;26;3;

79;64;67;
27;15;11;
88;36;68;

92;18;80;
70;97;27;
40;62;48;

68;28;30;
52;11;4;
88;71;60;

4;72;11;
45;62;65;
42;68;75;

61;85;80;
71;29;53;
24;66;64;

29;30;18;
57;18;46;
48;91;50;

23;89;89;
71;60;42;
48;46;44;

5;7;34;
9;67;32;
81;75;4;

49;42;41;
1;36;7;
26;62;90;

73;31;72;
58;1;45;
29;47;56;

85;45;74;
34;88;82;
82;24;43;

13;39;48;
33;20;17;
56;6;45;

66;12;51;
66;58;14;
46;53;26;

18;52;20;
95;67;54;
21;93;39;

72;25;38;
14;1;2;
62;59;17;

56;67;92;
94;82;91;
40;73;97;

79;20;69;
6;64;38;
32;84;82;

60;32;46;
37;34;1;
20;34;60;

68;20;22;
81;67;30;
18;60;48;

43;54;15;
69;84;36;
45;53;49;

67;79;44;
63;81;7;
10;28;57;

29;39;49;
88;97;36;
62;58;53;

12;10;97;
79;3;43;
87;49;26;

40;6;97;
57;86;19;
23;65;28;

85;75;27;
87;21;74;
35;64;81;

39;27;23;
75;32;65;
26;80;40;

23;25;64;
6;55;56;
47;91;43;

26;9;30;
58;73;21;
36;84;47;

86;60;59;
63;61;65;
2;32;66;

